Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_yes,plan,primary_genre,segment,segment_label,frequency_band,recommendation_band,is_high_intent,record_count
35~60,Female,Less than 6 months,"Computer or laptop, Wearable devices",Free (ad-supported),Yes,,Music,Pop,Night,Relaxation and stress relief,While Traveling,"recommendations,Others, Social media",4,Rarely,,Conversational,,,Satisfied,1,free,Pop,2.0,Segment 2,Context-specific,High rating,0,1
60+,Female,6 months to 1 year,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,,Music,trending songs random,Night,Sadness or melancholy,leisure time,"recommendations, Playlists",4,Rarely,Novels,Interview,Well known individuals,Both,Satisfied,0,free,Trending Songs Random,,Unsampled,Context-specific,High rating,0,1
20~35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,,Podcast,Melody,Afternoon,Sadness or melancholy,leisure time,Playlists,2,Rarely,Dance and Relevant cases ,Educational,,Shorter,Satisfied,1,free,Melody,,Unsampled,Context-specific,Low rating,0,1
20~35,Female,Less than 6 months,"Smartphone, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rap,Morning,Sadness or melancholy,While Traveling,Others,4,Several times a week,,Story telling,Both,Shorter,Very Satisfied,1,premium,Rap,,Unsampled,Context-specific,High rating,0,1
6~12,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),No,,Music,classical,Morning,"Relaxation and stress relief, Uplifting and motivational",While Traveling,"Others, Search",1,Never,Lifestyle and Health,Story telling,,Shorter,Ok,0,premium,Classical,,Unsampled,Context-specific,Low rating,0,1
6~12,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs Both9/ month,Music,Rock,Morning,Relaxation and stress relief,"Office hours, Study Hours, While Traveling, Workout session, leisure time",recommendations,4,Rarely,Self help,,Well known individuals,Both,Ok,0,premium,Rock,,Unsampled,Context-specific,High rating,0,1
20~35,Female,More than 2 years,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs Both9/ month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","Others, Search",5,Rarely,Murder Mystery ,,unknown Podcasters,,Satisfied,0,premium,Pop,,Unsampled,Context-specific,High rating,0,1
12~20,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Pop,Night,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling",Radio,3,Once a week,Self help,Story telling,Both,Shorter,Ok,0,free,Pop,2.0,Segment 2,Context-specific,Neutral rating,0,1
6~12,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,,Music,"Classical & melody, dance",Morning,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time, ","Others, Search",3,Several times a week,Lifestyle and Health,Story telling,,Longer,Ok,1,free,Classical & Melody,,Unsampled,Context-specific,Neutral rating,0,1
60+,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Podcast,Electronic/Dance,Morning,Sadness or melancholy,"Office hours, Study Hours, While Traveling, leisure time","Playlists, Radio, Others",4,Rarely,Comedy,Story telling,Both,Shorter,Ok,0,free,Electronic/Dance,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,More than 2 years,"Smartphone, Smart speakers or voice assistants",Premium (paid subscription),No,Individual Plan- Rs Both9/ month,Music,Rap,Night,"Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, leisure time","recommendations,Others, Social media",4,Never,Sports,,Both,Shorter,Ok,0,premium,Rap,,Unsampled,Context-specific,High rating,0,1
12~20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Duo plan- Rs Both9/month,Music,Melody,Afternoon,Uplifting and motivational,"Study Hours, Workout session",recommendations,3,Rarely,Food and cooking,Interview,Well known individuals,Longer,Satisfied,0,free,Melody,,Unsampled,Context-specific,Neutral rating,0,1
12~20,Male,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Pop,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",While Traveling,Playlists,4,Never,,,unknown Podcasters,Shorter,Very Satisfied,0,free,Pop,,Unsampled,Context-specific,High rating,0,1
35~60,Male,Less than 6 months,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,Sadness or melancholy,Workout session,"recommendations, Radio, Others",3,Never,Dance and Relevant cases ,Interview,Both,Shorter,Ok,1,free,Melody,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,,Music,Rap,Morning,"Relaxation and stress relief, Uplifting and motivational",While Traveling,"recommendations,Others, Social media",4,Never,Self help,Interview,Both,,Ok,1,premium,Rap,,Unsampled,Context-specific,High rating,0,1
12~20,Male,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Music,Rock,Afternoon,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session","recommendations, Playlists",3,Several times a week,Comedy,Interview,Well known individuals,Shorter,Ok,0,free,Rock,,Unsampled,Context-specific,Neutral rating,0,1
12~20,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"While Traveling, leisure time",recommendations,4,Rarely,Murder Mystery ,Educational,Both,,Ok,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
20~35,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,,Podcast,Melody,Night,Uplifting and motivational,"Study Hours, Workout session","recommendations, Others, Social media",5,Never,,Conversational,Both,Both,Ok,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
35~60,Male,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Workout session","Playlists, Others",4,Several times a week,Food and cooking,,unknown Podcasters,Both,Satisfied,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
12~20,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Podcast,Pop,Night,Uplifting and motivational,leisure time,"recommendations, Playlists",5,Never,Food and cooking,,Both,Longer,Satisfied,0,free,Pop,1.0,Segment 1,Context-specific,High rating,0,1
20~35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Duo plan- Rs Both9/month,Music,trending songs random,Night,Relaxation and stress relief,leisure time,"recommendations, Others, Social media",3,Rarely,Lifestyle and Health,Conversational,,Shorter,Satisfied,0,free,Trending Songs Random,,Unsampled,Context-specific,Neutral rating,0,1
6~12,Female,More than 2 years,Wearable devices,Free (ad-supported),Yes,,Podcast,All,Night,"Relaxation and stress relief, Sadness or melancholy",Random ,"Others, Search",5,Once a week,Health and Fitness,Conversational,Well known individuals,Longer,Ok,1,free,All,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Never,,Conversational,,Longer,Satisfied,0,free,Rap,,Unsampled,Context-specific,High rating,0,1
60+,Female,Less than 6 months,Computer or laptop,Free (ad-supported),No,Duo plan- Rs Both9/month,Music,"Classical & melody, dance",Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",While Traveling,"recommendations, Playlists",3,Never,General knowledge ,Conversational,,,Very Satisfied,0,free,Classical & Melody,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,"Classical & melody, dance",Night,"Relaxation and stress relief, Uplifting and motivational",Office hours,"Playlists, Others",4,Once a week,,Story telling,Well known individuals,Longer,Ok,0,free,Classical & Melody,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,,Music,trending songs random,Night,Relaxation and stress relief,leisure time,Playlists,5,Several times a week,Food and cooking,,,Shorter,Satisfied,1,free,Trending Songs Random,,Unsampled,Context-specific,High rating,0,1
20~35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs Both9/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties",Social gatherings ,recommendations,4,Once a week,Lifestyle and Health,Educational,,,Satisfied,1,free,Melody,,Unsampled,Context-specific,High rating,0,1
20~35,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Individual Plan- Rs Both9/ month,Music,classical,Night,Social gatherings or parties,"Office hours,Study Hours, While Traveling, leisure time",Playlists,3,Never,Lifestyle and Health,,Both,,Ok,0,premium,Classical,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),No,Student Plan-Rs 59/month,Podcast,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, Study Hours, While Traveling, leisure time","recommendations, Radio",3,Never,Health and Fitness,Story telling,Both,Shorter,Satisfied,0,premium,Melody,,Unsampled,Context-specific,Neutral rating,0,1
35~60,Male,6 months to 1 year,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Old songs,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",3,Several times a week,Dance and Relevant cases ,,Well known individuals,Shorter,Ok,1,free,Old Songs,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Podcast,Electronic/Dance,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Radio",3,Rarely,Educational ,Conversational,,Shorter,Dissatisfied,0,free,Electronic/Dance,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",While Traveling,"Others, Social media",3,Never,Finance related and current affairs,,Both,Both,Dissatisfied,0,premium,Pop,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,,Music,"Classical & melody, dance",Night,"Uplifting and motivational, Social gatherings or parties",Random ,"Others, Friends",4,Rarely,Lifestyle and Health,,,Shorter,Ok,0,free,Classical & Melody,,Unsampled,Context-specific,High rating,0,1
20~35,Others,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,,Podcast,Melody,Morning,"Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Others",4,Never,Health and Fitness,Story telling,Both,Longer,Ok,1,free,Melody,,Unsampled,Context-specific,High rating,0,1
12~20,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs Both9/month,Music,classical,Night,Relaxation and stress relief,"Study Hours, While Traveling, leisure time",Others,5,Rarely,Dance and Relevant cases ,Educational,unknown Podcasters,Shorter,Ok,0,premium,Classical,,Unsampled,Context-specific,High rating,0,1
35~60,Male,Less than 6 months,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Others,4,Never,Comedy,Story telling,Well known individuals,Both,Ok,1,premium,Melody,2.0,Segment 2,Context-specific,High rating,0,1
12~20,Female,Less than 6 months,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Rap,Morning,"Relaxation and stress relief, Sadness or melancholy","Office hours, leisure time","recommendations, Playlists, Others",4,Rarely,Dance and Relevant cases ,Interview,,Shorter,Satisfied,0,free,Rap,2.0,Segment 2,Context-specific,High rating,0,1
6~12,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,,Music,classical,Night,Uplifting and motivational,leisure time,Others,5,Never,Novels,Interview,Both,Both,Ok,0,free,Classical,1.0,Segment 1,Context-specific,High rating,0,1
12~20,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, leisure time",Others,4,Several times a week,Food and cooking,Conversational,,Both,Ok,0,free,Melody,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Others,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,,Music,Rap,Night,Relaxation and stress relief,"Office hours, Workout session, leisure time","recommendations,Others, Social media",5,Several times a week,Comedy,Conversational,,Shorter,Satisfied,0,free,Rap,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Female,6 months to 1 year,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,classical,Afternoon,Relaxation and stress relief,"Office hours, Study Hours, While Traveling, Workout session, leisure time",Radio,3,Rarely,"Political, informative, topics that interests me",,Well known individuals,Shorter,Satisfied,0,free,Classical,,Unsampled,Context-specific,Neutral rating,0,1
60+,Female,More than 2 years,Computer or laptop,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,trending songs random,Night,Sadness or melancholy,leisure time,Radio,2,Rarely,Health and Fitness,,unknown Podcasters,,Ok,1,free,Trending Songs Random,,Unsampled,Context-specific,Low rating,0,1
6~12,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,All,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, Workout session, leisure time","recommendations,Others, Social media",4,Rarely,Food and cooking,Interview,,Shorter,Dissatisfied,1,premium,All,,Unsampled,Context-specific,High rating,0,1
20~35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Rap,Afternoon,Uplifting and motivational,"Office hours, Workout session, leisure time","Playlists, Others",4,Rarely,Stories ,Conversational,unknown Podcasters,,Satisfied,0,free,Rap,,Unsampled,Context-specific,High rating,0,1
12~20,Female,More than 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Kpop,Night,Sadness or melancholy,"Study Hours, Workout session","recommendations, Radio, Others",5,Rarely,Health and Fitness,Interview,unknown Podcasters,Shorter,Satisfied,0,free,Kpop,,Unsampled,Context-specific,High rating,0,1
12~20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Rap,Morning,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","Playlists, Radio",4,Never,Murder Mystery ,Conversational,Well known individuals,Shorter,Ok,1,free,Rap,,Unsampled,Context-specific,High rating,0,1
20~35,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",3,Daily,,,Well known individuals,Both,Ok,0,premium,Pop,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Pop,Night,Uplifting and motivational,"Office hours, Study Hours, While Traveling, Workout session, leisure time, ","recommendations, Playlists",3,Rarely,Health and Fitness,Story telling,Well known individuals,Both,Satisfied,1,free,Pop,,Unsampled,Context-specific,Neutral rating,0,1
35~60,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,,Podcast,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, Workout session, leisure time",recommendations,4,Never,,Conversational,Well known individuals,Longer,Very Dissatisfied,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
20~35,Others,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs Both9/ month,Podcast,Melody,Night,Relaxation and stress relief,Social gatherings ,"Others, Social media",5,Rarely,Comedy,Interview,,Longer,Satisfied,1,free,Melody,2.0,Segment 2,Context-specific,High rating,0,1
35~60,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Pop,Morning,"Relaxation and stress relief, Sadness or melancholy","Office hours, Study Hours, While Traveling, Workout session","recommendations, Playlists",1,Several times a week,Everything,Interview,unknown Podcasters,Shorter,Satisfied,1,premium,Pop,,Unsampled,Context-specific,Low rating,0,1
35~60,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Melody,Morning,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time, ",recommendations,1,Once a week,,Interview,Well known individuals,Longer,Ok,0,free,Melody,,Unsampled,Context-specific,Low rating,0,1
12~20,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,,Music,trending songs random,Afternoon,Relaxation and stress relief,"Study Hours, leisure time",Radio,2,Daily,Health and Fitness,Story telling,Both,,Satisfied,0,free,Trending Songs Random,,Unsampled,Context-specific,Low rating,0,1
6~12,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs Both9/ month,Music,"Classical & melody, dance",Night,Social gatherings or parties,Study Hours,Radio,4,Once a week,Health and Fitness,Conversational,Well known individuals,Both,Satisfied,1,free,Classical & Melody,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,trending songs random,Night,Uplifting and motivational,While Traveling,recommendations,4,Once a week,Health and Fitness,Conversational,Both,,Satisfied,1,premium,Trending Songs Random,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,All,Morning,Relaxation and stress relief,Random ,recommendations,2,Never,Comedy,Conversational,,Longer,Very Dissatisfied,0,premium,All,2.0,Segment 2,Context-specific,Low rating,0,1
60+,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,Rap,Night,Uplifting and motivational,"Office hours, While Traveling, Workout session, leisure time",Playlists,4,Once a week,,,,Shorter,Satisfied,0,free,Rap,,Unsampled,Context-specific,High rating,0,1
20~35,Male,More than 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,trending songs random,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, Workout session","Playlists, Radio, Others",4,Rarely,Self help,Interview,,Longer,Satisfied,1,free,Trending Songs Random,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,,Music,All,Night,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",Study Hours,Radio,3,Never,Comedy,Story telling,Well known individuals,Longer,Ok,1,free,All,2.0,Segment 2,Context-specific,Neutral rating,0,1
20~35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Sadness or melancholy,"While Traveling, Before bed ","recommendations, Playlists, Others",5,Rarely,Health and Fitness,Story telling,unknown Podcasters,Longer,Very Satisfied,0,free,Melody,2.0,Segment 2,Context-specific,High rating,0,1
12~20,Male,6 months to 1 year,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs Both9/month,Music,Rap,Afternoon,Relaxation and stress relief,While Traveling,"recommendations, Playlists, Radio",2,Several times a week,Lifestyle and Health,,unknown Podcasters,Shorter,Satisfied,0,free,Rap,2.0,Segment 2,Context-specific,Low rating,0,1
20~35,Female,More than 2 years,Smartphone,Premium (paid subscription),No,,Podcast,Pop,Night,Uplifting and motivational,"Office hours, Workout session, leisure time",Others,4,Several times a week,,Conversational,,Both,Satisfied,0,premium,Pop,,Unsampled,Context-specific,High rating,0,1
20~35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Individual Plan- Rs Both9/ month,Music,Melody,Afternoon,Social gatherings or parties,"Study Hours, leisure time",Playlists,4,Rarely,Lifestyle and Health,Story telling,Both,,Ok,0,free,Melody,,Unsampled,Context-specific,High rating,0,1
20~35,Male,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Old songs,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy",Random ,recommendations,2,Several times a week,Food and cooking,,Both,,Satisfied,1,free,Old Songs,,Unsampled,Context-specific,Low rating,0,1
35~60,Female,1 year to 2 years,Smartphone,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,classical,Morning,Sadness or melancholy,"While Traveling, Workout session, leisure time","recommendations, Playlists",5,Never,Murder Mystery ,,Both,Shorter,Ok,0,premium,Classical,,Unsampled,Context-specific,High rating,0,1
6~12,Female,1 year to 2 years,"Smartphone, Wearable devices",Premium (paid subscription),Yes,Family Plan-Rs 179/month,Music,Rap,Night,Uplifting and motivational,"Study Hours, leisure time","recommendations, Playlists, Radio",4,Daily,Murder Mystery ,Conversational,Both,Both,Ok,1,premium,Rap,2.0,Segment 2,Context-specific,High rating,0,1
35~60,Male,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Music,trending songs random,Night,Social gatherings or parties,Study Hours,Playlists,1,Several times a week,Comedy,Story telling,Both,Shorter,Very Dissatisfied,0,free,Trending Songs Random,,Unsampled,Context-specific,Low rating,0,1
35~60,Male,Less than 6 months,Wearable devices,Free (ad-supported),No,,Music,Rap,Morning,Relaxation and stress relief,"While Traveling, leisure time","Others, Friends",2,Daily,Technology,,,Both,Ok,0,free,Rap,2.0,Segment 2,Context-specific,Low rating,0,1
12~20,Male,6 months to 1 year,"Computer or laptop, Wearable devices",Premium (paid subscription),No,,Music,Pop,Night,Sadness or melancholy,"Office hours,Study Hours, While Traveling, leisure time","recommendations, Others",4,Several times a week,Health and Fitness,Interview,Well known individuals,Shorter,Ok,0,premium,Pop,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Female,More than 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Old songs,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session",recommendations,5,Never,Finance related and current affairs,Interview,Both,Shorter,Dissatisfied,0,free,Old Songs,,Unsampled,Context-specific,High rating,0,1
12~20,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,,Music,Kpop,Morning,Social gatherings or parties,While Traveling,"Playlists, Others",3,Once a week,Self help,Story telling,Both,,Ok,1,premium,Kpop,,Unsampled,Context-specific,Neutral rating,0,1
6~12,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,classical,Night,Relaxation and stress relief,Social gatherings ,recommendations,5,Rarely,Comedy,Story telling,Well known individuals,Both,Satisfied,0,free,Classical,,Unsampled,Context-specific,High rating,0,1
20~35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Afternoon,Relaxation and stress relief,leisure time,recommendations,4,Once a week,Informative stuff,,Well known individuals,Shorter,Satisfied,1,free,Pop,,Unsampled,Context-specific,High rating,0,1
20~35,Female,More than 2 years,Computer or laptop,Premium (paid subscription),No,,Music,Pop,Afternoon,Social gatherings or parties,"Study Hours, leisure time","Others, Social media",4,Never,,,,Shorter,Dissatisfied,0,premium,Pop,,Unsampled,Context-specific,High rating,0,1
6~12,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,,Music,trending songs random,Morning,"Sadness or melancholy, Social gatherings or parties",leisure time,Playlists,3,Once a week,Food and cooking,Interview,unknown Podcasters,Shorter,Ok,1,premium,Trending Songs Random,1.0,Segment 1,Context-specific,Neutral rating,0,1
12~20,Male,6 months to 1 year,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Kpop,Afternoon,Social gatherings or parties,"Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Several times a week,Sports,,Both,Longer,Satisfied,0,free,Kpop,2.0,Segment 2,Context-specific,Neutral rating,0,1
6~12,Female,Less than 6 months,Computer or laptop,Free (ad-supported),No,,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",While Traveling,recommendations,4,Never,Lifestyle and Health,Educational,Both,Both,Ok,0,free,Classical,2.0,Segment 2,Context-specific,High rating,0,1
20~35,Male,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Morning,Social gatherings or parties,Study Hours,Playlists,2,Once a week,Comedy,Interview,unknown Podcasters,Both,Satisfied,1,free,Melody,2.0,Segment 2,Context-specific,Low rating,0,1
60+,Female,More than 2 years,"Smartphone, Computer or laptop, Wearable devices",Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Melody,Night,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time",recommendations,5,Rarely,,,,Shorter,Ok,0,premium,Melody,,Unsampled,Context-specific,High rating,0,1
6~12,Male,Less than 6 months,Wearable devices,Free (ad-supported),No,Duo plan- Rs Both9/month,Podcast,Rap,Night,Uplifting and motivational,"Office hours, Study Hours, While Traveling","recommendations, Playlists",2,Rarely,Dance and Relevant cases ,Story telling,Both,,Satisfied,0,free,Rap,,Unsampled,Context-specific,Low rating,0,1
35~60,Male,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,,Music,Old songs,Afternoon,Uplifting and motivational,"Study Hours, Workout session","Others, Search",3,Rarely,,Interview,,Shorter,Ok,0,premium,Old Songs,,Unsampled,Context-specific,Neutral rating,0,1
20~35,Male,6 months to 1 year,"Computer or laptop, Wearable devices",Premium (paid subscription),No,,Music,trending songs random,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time","recommendations, Radio",2,Once a week,Dance and Relevant cases ,Conversational,Both,Shorter,Satisfied,0,premium,Trending Songs Random,,Unsampled,Context-specific,Low rating,0,1
